city;year;people;air_general_level;net_salary;Avg_Age;ILM;birth;crimes;criminals;death;pens;preschool_child;length_of_roads;energy_consumption;Migration_Net;Housing_Stock;wage;workers;poverty level;housing price
Саранск;2015;314789.0;1;22018;41.3;8895;11.3;4214;2110;10.8;102.3;17.9;527.7;150.8;5205.0;23.1;25602.7;100.6;;
Сарапул;2015;0.0;-9;0;38.47;0;0.0;0;0;0.0;0.0;0.0;404.6;197.8;;25.1;0.0;0.0;;45603.52
Саратов;2015;842097.0;2;24680;40.82;8892;12.3;11356;4152;13.7;255.4;34.1;453.2;180.8;2535.0;21.5;28697.6;244.6;;38953.28
Саяногорск;2015;0.0;1;0;37.51;0;0.0;0;0;0.0;0.0;0.0;361.6;201.0;;26.5;0.0;0.0;;
Саянск;2015;0.0;2;0;37.24;0;0.0;0;0;0.0;0.0;0.0;194.6;180.6;;23.9;0.0;0.0;;43474.8
Светлый Яр;2015;12432.0;-9;0;40.56;0;0.0;0;0;0.0;0.0;0.0;251.4;185.4;;23.8;0.0;0.0;;40991.41
Светогорск;2015;15678.0;2;0;41.47;0;0.0;0;0;0.0;0.0;0.0;331.9;207.1;;20.9;0.0;0.0;;57397.54
Свирск;2015;13858.0;1;0;37.24;0;0.0;0;0;0.0;0.0;0.0;296.1;186.3;;23.6;0.0;0.0;;43474.8
Севастополь;2015;0.0;1;42277;41.09;8930;0.0;0;0;0.0;0.0;0.0;216.3;185.5;17883.0;16.9;0.0;0.0;;58018.16
Северодвинск;2015;185864.0;1;40732;39.8;0;13.1;3146;1068;11.9;71.5;11.7;263.1;209.3;-1351.0;24.5;47363.1;68.4;;60126.56
Сеитовка;2015;1145.0;-9;0;38.32;0;0.0;0;0;0.0;0.0;0.0;310.3;208.1;;21.0;0.0;0.0;;39845.39
Селенгинск;2015;14788.0;4;0;35.31;0;0.0;0;0;0.0;0.0;0.0;387.2;207.2;;20.6;0.0;0.0;;
Серпухов;2015;126738.0;1;31943;40.17;0;14.6;0;0;16.7;0.0;6.7;177.5;181.8;112.0;32.0;37143.6;21.2;;81716.3
Симферополь;2015;0.0;1;23035;40.78;8901;14.0;6599;1744;15.4;103.6;13.5;494.6;157.4;4315.0;14.4;26784.4;103.4;;
Сланцы;2015;33033.0;-9;0;41.47;0;0.0;0;0;0.0;0.0;0.0;500.4;211.4;;23.6;0.0;0.0;;57397.54
Слюдянка;2015;18518.0;1;0;37.24;0;0.0;0;0;0.0;0.0;0.0;377.7;196.5;;23.8;0.0;0.0;;43474.8
Смоленск;2015;330025.0;1;24888;41.49;11135;12.2;3956;1545;13.6;96.4;15.6;274.9;214.0;-672.0;26.2;28939.0;106.9;;36621.87
Соликамск;2015;96462.0;1;0;38.7;0;0.0;0;0;0.0;0.0;0.0;258.2;202.3;;23.3;0.0;0.0;;55966.12
Сосногорск;2015;26951.0;-9;0;37.89;0;0.0;0;0;0.0;0.0;0.0;165.6;197.9;;26.7;0.0;0.0;;
Сочи;2015;473349.0;1;29775;39.88;0;16.1;7713;3278;11.6;124.4;22.5;371.1;190.3;9416.0;24.9;34622.0;95.7;;40960.21
Спасск-Дальний;2015;42098.0;-9;0;39.21;0;0.0;0;0;0.0;0.0;0.0;361.6;201.0;;22.2;0.0;0.0;;53706.03
Ставрополь;2015;425853.0;1;25925;38.73;8828;14.4;7377;2969;9.3;98.5;21.2;349.4;171.6;1540.0;24.9;30145.1;125.4;;38231.24
Старая Русса;2015;31161.0;-9;0;41.54;0;0.0;0;0;0.0;0.0;0.0;165.9;159.2;;26.7;0.0;0.0;;45253.55
Старый Оскол;2015;221085.0;1;25372;40.87;0;12.3;2722;1150;11.5;80.3;12.1;491.9;207.9;683.0;27.0;29502.4;68.3;;41790.02
Стерлитамак;2015;279692.0;1;22566;38.36;0;15.5;5510;1029;11.8;74.4;19.1;517.3;207.1;-2.0;22.5;26239.0;62.2;;51565.5
Сургут;2015;348643.0;1;65193;34.23;0;20.1;4663;2500;6.1;110.6;24.4;493.9;210.7;2950.0;20.3;75805.8;118.0;;59274.5
Сызрань;2015;176105.0;1;21671;40.53;0;12.2;1956;989;16.1;56.4;8.7;437.3;176.5;12.0;24.5;25199.1;45.3;;41348.85
Сыктывкар;2015;258561.0;1;34220;37.89;11525;14.5;7587;3089;10.4;79.9;19.4;443.5;221.9;-291.0;26.7;39790.4;84.1;;
Таганрог;2015;253040.0;2;22939;40.54;0;13.7;4234;1557;17.0;91.8;11.3;266.0;173.8;-1137.0;23.7;26673.8;62.4;;41725.27
Тамбов;2015;280457.0;1;22609;42.58;8833;10.9;4522;1922;13.6;122.9;15.9;258.8;154.5;278.0;25.6;26289.7;93.2;;35585.5
Тверь;2015;414093.0;1;27227;41.84;10462;12.5;6483;2493;14.4;124.8;21.9;373.1;177.8;3221.0;26.9;31659.0;114.6;;
Тихвин;2015;58980.0;-9;0;41.47;0;0.0;0;0;0.0;0.0;0.0;549.1;196.2;;23.6;0.0;0.0;;57397.54
Тобольск;2015;98903.0;1;35315;37.05;0;17.8;2546;1271;12.2;35.3;8.4;214.8;192.0;;27.6;41064.4;25.0;;57555.58
Тольятти;2015;719646.0;1;25530;40.53;0;13.3;8403;4601;11.6;204.0;39.6;474.3;211.6;-8185.0;24.5;29686.3;190.2;;41348.85
Томск;2015;564910.0;2;33586;37.73;10819;13.0;12344;3686;9.4;125.7;28.2;434.4;226.5;2309.0;23.3;39053.2;143.2;;43029.54
Туймазы;2015;68094.0;1;0;38.36;0;0.0;0;0;0.0;0.0;0.0;568.5;161.3;;22.5;0.0;0.0;;51565.5
Тула;2015;485930.0;1;29071;42.8;9593;10.0;4025;2184;15.5;189.2;24.8;537.1;167.1;790.0;25.0;33804.0;175.4;;
Тулун;2015;42701.0;-9;0;37.24;0;0.0;0;0;0.0;0.0;0.0;202.5;158.6;;23.8;0.0;0.0;;43474.8
Тында;2015;34767.0;1;0;37.63;0;0.0;0;0;0.0;0.0;0.0;490.0;200.9;;25.1;0.0;0.0;;56995.73
Тюмень;2015;697037.0;2;40385;37.05;10118;17.4;17846;5499;9.2;160.9;48.4;460.9;213.1;17734.0;27.6;46959.6;203.2;;57555.58
Улан-Удэ;2015;426650.0;4;28260;35.31;9979;18.0;12602;5053;9.8;100.8;23.1;497.4;163.5;398.0;20.6;32860.1;102.5;;
Ульяновск;2015;619492.0;2;23553;41.37;9566;12.9;8178;3411;12.4;193.8;30.8;500.4;181.5;1724.0;25.2;27387.6;174.6;;37810.42
Усолье-Сибирское;2015;81216.0;3;0;37.24;0;0.0;0;0;0.0;0.0;0.0;226.8;178.3;;23.8;0.0;0.0;;43474.8
Уссурийск;2015;168679.0;3;28693;39.21;0;13.6;5085;1893;11.6;45.2;8.6;160.1;198.2;70.0;22.2;33364.2;44.4;;53706.03
Усть-Илимск;2015;83759.0;1;0;37.24;0;0.0;0;0;0.0;0.0;0.0;524.5;210.4;;23.8;0.0;0.0;;43474.8
Усть-Нера;2015;5440.0;-9;0;33.73;0;0.0;0;0;0.0;0.0;0.0;259.4;162.5;;20.9;0.0;0.0;;69743.5
Уфа;2015;1105667.0;2;30680;38.36;9092;16.2;21558;5167;11.5;294.3;60.3;480.8;217.4;118.0;22.5;35674.1;322.4;;51565.5
Ухта;2015;98830.0;1;43696;37.89;0;11.9;2794;1272;11.6;38.5;7.8;566.4;198.8;-724.0;26.7;50808.9;39.4;;
Хабаровск;2015;607216.0;3;40000;38.14;14068;14.4;13986;4977;12.1;170.8;28.1;483.4;244.4;2495.0;23.2;46511.9;217.2;;59746.7
Ханты-Мансийск;2015;96363.0;1;58092;34.23;14151;16.8;1869;866;5.1;22.9;6.0;179.2;302.7;459.0;20.3;67549.2;39.6;;59274.5
Цимлянск;2015;14756.0;1;0;40.54;0;0.0;0;0;0.0;0.0;0.0;457.5;165.4;;23.7;0.0;0.0;;41725.27
Чапаевск;2015;72870.0;1;0;40.53;0;0.0;0;0;0.0;0.0;0.0;185.0;210.0;;24.5;0.0;0.0;;41348.85
Чебоксары;2015;480341.0;1;22525;39.27;8844;15.5;7224;2817;9.4;124.4;35.3;219.8;180.6;3853.0;23.3;26192.0;135.8;;41565.66
Чегдомын;2015;12605.0;3;0;38.14;0;0.0;0;0;0.0;0.0;0.0;216.4;175.4;;23.2;0.0;0.0;;59746.7
Челябинск;2015;1183387.0;3;28131;39.25;10064;14.7;25808;9567;11.8;320.6;73.8;491.4;243.2;5224.0;24.6;32711.0;346.9;;43051.45
Черемхово;2015;52466.0;3;0;37.24;0;0.0;0;0;0.0;0.0;0.0;512.2;206.6;;23.8;0.0;0.0;;43474.8
Череповец;2015;318856.0;2;34171;39.76;0;14.6;7590;2851;12.9;109.2;22.8;510.4;161.3;-140.0;25.3;39733.4;88.4;;43611.25
Черкесск;2015;122478.0;-9;20933;37.08;9043;11.8;1541;744;9.8;34.3;5.8;236.5;171.1;-1307.0;22.7;24340.9;35.2;;38124.65
Черногорск;2015;74693.0;4;0;37.51;0;0.0;0;0;0.0;0.0;0.0;228.3;170.6;;23.9;0.0;0.0;;
Чита;2015;343560.0;4;32340;35.65;10485;15.1;13610;4391;10.9;0.0;18.8;386.5;213.0;2149.0;21.5;37604.9;95.5;;42348.19
Шахты;2015;239834.0;1;20330;40.54;0;10.8;2689;1335;14.8;80.2;7.6;378.5;163.4;472.0;23.7;23639.5;33.3;;41725.27
Шелехов;2015;47653.0;3;0;37.24;0;0.0;0;0;0.0;0.0;0.0;537.4;187.1;;23.8;0.0;0.0;;43474.8
Щелково;2015;119500.0;1;40690;40.17;0;16.0;0;0;12.7;0.0;7.1;324.6;186.5;4154.0;32.0;47313.8;25.9;;81716.3
Электросталь;2015;157559.0;1;33012;40.17;0;11.0;1608;716;13.9;46.7;6.6;229.0;187.1;725.0;32.0;38385.6;33.8;;81716.3
Южно-Сахалинск;2015;192734.0;3;67783;38.42;14343;15.3;5160;1416;9.9;56.9;11.3;516.9;269.0;-140.0;24.9;78818.0;82.3;;67802.1
Якутск;2015;303836.0;1;50320;33.73;15390;17.4;4351;2244;6.7;69.9;15.4;398.2;300.9;1503.0;20.9;58512.0;83.5;;69743.5
Ялта;2015;81635.0;1;20181;40.78;0;11.2;2317;559;15.2;39.1;4.2;482.6;178.1;;14.4;23466.2;27.3;;
Ярославль;2015;603961.0;1;28241;41.42;9584;13.0;9896;3115;13.9;184.4;34.4;441.9;221.7;3288.0;24.2;32838.9;175.1;;50640.15
Ясная Поляна;2015;830.0;2;0;42.8;0;0.0;0;0;0.0;0.0;0.0;562.7;213.4;;32.2;0.0;0.0;;
Абакан;2016;176212.0;1;33332;37.58;9727;14.5;3945;1825;11.1;45.6;12.2;186.6;163.6;1928.0;24.1;38758.7;48.7;;33315.11
Азов;2016;81928.0;2;0;40.64;0;0.0;0;0;0.0;0.0;0.0;531.0;211.2;;24.1;0.0;0.0;;41951.41
Аксарайский;2016;3245.0;1;0;38.4;0;0.0;0;0;0.0;0.0;0.0;353.2;206.7;;21.3;0.0;0.0;;36593.82
Александровск-Сахалинский;2016;0.0;2;0;38.53;0;0.0;0;0;0.0;0.0;0.0;379.3;183.0;;25.4;0.0;0.0;;65009.32
Анадырь;2016;14380.0;-9;87311;34.7;18142;12.2;231;118;4.7;3.5;1.065;252.9;331.9;454.0;29.2;101524.5;9.4;;
Ангарск;2016;226052.0;3;35153;37.32;0;13.6;4136;1723;13.3;76.8;15.6;192.7;195.0;;25.1;40875.5;56.7;;45380.5
Апатиты;2016;57167.0;1;0;38.36;0;0.0;0;0;0.0;0.0;0.0;448.8;201.5;;26.3;0.0;0.0;;
Арзамас;2016;105133.0;1;23067;41.08;0;12.9;1393;664;12.6;0.0;5.9;171.9;176.2;-264.0;24.7;26822.4;31.2;;59887.54
Армянск;2016;22473.0;2;0;40.84;0;0.0;0;0;0.0;0.0;0.0;459.7;187.4;;15.4;;;;46684.88
Артем;2016;105391.0;1;33691;39.33;0;12.1;2736;902;14.4;36.8;6.2;232.9;198.0;1662.0;22.5;39175.9;20.5;;50946.93
Архангельск;2016;350397.0;2;37133;39.98;14376;11.6;6766;2791;11.4;115.4;19.1;260.3;269.1;204.0;25.2;43177.7;92.9;;57905.72
Астрахань;2016;531719.0;1;28323;38.4;9268;14.5;6961;4025;11.8;135.5;26.9;494.2;193.7;-686.0;25.1;32934.2;128.3;;36593.82
Ачинск;2016;106329.0;3;28138;38.09;0;14.3;2238;1146;13.9;43.6;6.4;438.3;166.6;-152.0;23.9;32718.6;28.1;;47446.81
Байкальск;2016;13162.0;1;0;37.32;0;0.0;0;0;0.0;0.0;0.0;437.5;193.2;;20.5;0.0;0.0;;45380.5
Балаково;2016;191213.0;1;20491;40.95;0;10.6;1689;1048;13.5;61.1;9.8;294.8;161.4;-548.0;26.9;23827.1;36.9;;38365.78
Барнаул;2016;635585.0;3;24886;39.94;9944;13.3;14276;6775;11.1;194.1;37.3;409.2;206.3;-3982.0;22.6;28937.3;163.5;;37648.34
Безенчук;2016;22232.0;-9;0;40.63;0;0.0;0;0;0.0;0.0;0.0;211.0;212.0;;25.1;0.0;0.0;;37902.35
Белгород;2016;387090.0;1;27406;41.01;8703;11.7;3637;1612;10.7;115.0;18.9;535.8;140.3;3668.0;27.7;0.0;0.0;;45830.44
Белоярский;2016;0.0;2;0;34.43;0;0.0;0;0;0.0;0.0;0.0;282.3;193.7;;20.2;0.0;0.0;;56896.81
Бердск;2016;0.0;2;25300;39.3;0;13.9;1249;628;13.6;31.3;6.3;319.0;164.8;453.0;24.5;29419.0;15.1;;47326.86
Березники;2016;149739.0;2;32171;38.75;0;12.3;2920;1382;15.8;49.2;10.2;371.3;199.0;-1009.0;23.5;37408.2;49.9;;46256.81
Березово;2016;7141.0;1;0;34.43;0;0.0;0;0;0.0;0.0;0.0;335.7;195.5;;20.2;0.0;0.0;;56896.81
Бийск;2016;203126.0;2;19651;39.94;0;11.6;4016;1794;14.7;79.4;9.4;494.7;161.4;-87.0;22.6;22849.8;43.6;;37648.34
Биробиджан;2016;74384.0;4;30688;37.47;13321;14.2;1554;779;13.8;22.2;5.1;568.5;261.6;-489.0;22.9;35684.3;20.0;;
Бирюсинск;2016;8574.0;1;0;37.32;0;0.0;0;0;0.0;0.0;0.0;283.0;162.5;;25.1;0.0;0.0;;45380.5
Благовещенск;2016;220977.0;4;33226;37.77;12487;13.6;6028;2195;10.7;57.4;13.2;546.0;210.1;-582.0;25.6;38634.9;70.1;;50231.38
Благовещенск;2016;220977.0;4;33226;37.77;12487;13.6;6028;2195;10.7;57.4;13.2;546.0;210.1;-582.0;22.9;0.0;0.0;;50231.38
Благовещенск;2016;220977.0;4;33226;38.45;0;13.6;6028;2195;10.7;57.4;13.2;546.0;168.2;-582.0;25.6;0.0;0.0;;50231.38
Благовещенск;2016;220977.0;4;33226;38.45;0;13.6;6028;2195;10.7;57.4;13.2;546.0;168.2;-582.0;22.9;0.0;0.0;;50231.38
Боровичи;2016;52882.0;-9;0;41.61;0;0.0;0;0;0.0;0.0;0.0;205.7;185.6;;27.2;0.0;0.0;;33647.15
Братск;2016;234147.0;4;35211;37.32;0;11.8;2904;1996;14.2;102.4;15.6;468.3;192.2;-1983.0;25.1;40942.6;51.4;;45380.5
Брянск;2016;405723.0;1;24601;41.17;9727;11.9;5936;2461;14.1;136.0;25.0;183.1;201.5;1406.0;27.5;28606.0;124.2;;31281.68
Бузан;2016;1540.0;-9;0;38.4;0;0.0;0;0;0.0;0.0;0.0;397.5;184.5;;21.3;0.0;0.0;;36593.82
Великие Луки;2016;0.0;-9;0;41.95;0;0.0;0;0;0.0;0.0;0.0;184.8;200.3;-859.0;27.9;0.0;0.0;;38094.38
Великий Новгород;2016;221868.0;2;29818;41.61;10549;13.7;3919;1339;13.1;70.8;15.7;273.6;182.8;595.0;27.2;34671.8;71.9;;33647.15
Вихоревка;2016;21688.0;-9;0;37.32;0;0.0;0;0;0.0;0.0;0.0;151.9;202.8;;25.1;0.0;0.0;;45380.5
Владивосток;2016;606653.0;2;41603;39.33;13373;11.7;11191;4312;11.1;157.6;26.3;500.9;311.8;-492.0;22.5;48375.6;173.3;;50946.93
Владикавказ;2016;307478.0;3;22970;37.81;9179;14.2;3526;1811;10.2;93.5;18.5;551.2;176.6;-1734.0;31.9;26709.2;68.8;;32887.4
Владимир;2016;352347.0;1;26823;41.77;9962;12.2;4506;2070;13.4;106.9;20.5;225.5;204.2;1772.0;25.9;31189.8;108.8;;
Воейково;2016;710.0;-9;0;41.62;0;0.0;0;0;0.0;0.0;0.0;520.4;208.2;;24.0;0.0;0.0;;51280.33
Волгоград;2016;1016137.0;1;27758;40.72;9898;11.5;16604;5792;13.2;299.6;48.5;475.6;219.0;1147.0;23.9;32276.3;256.4;;35636.36
Волгодонск;2016;170339.0;1;28019;40.64;0;11.5;2713;1065;11.2;51.2;9.2;270.8;180.0;865.0;24.1;32579.7;39.3;;41951.41
Волгореченск;2016;0.0;1;0;40.85;0;0.0;0;0;0.0;0.0;0.0;549.8;168.5;;26.4;0.0;0.0;;
Волжский;2016;326690.0;1;25219;40.72;0;10.2;4127;1846;11.8;91.9;15.9;378.7;176.5;671.0;23.9;29324.0;61.5;;35636.36
Вологда;2016;313012.0;1;28977;39.82;11042;16.2;7887;3238;12.6;90.8;21.7;484.0;234.7;-798.0;26.0;33694.0;87.2;;37949.7
Волосово;2016;12182.0;-9;0;41.62;0;0.0;0;0;0.0;0.0;0.0;276.9;177.4;;24.0;0.0;0.0;;51280.33
Волхов;2016;45425.0;-9;0;41.62;0;0.0;0;0;0.0;0.0;0.0;461.5;211.7;;24.0;0.0;0.0;;51280.33
Воркута;2016;0.0;1;0;38.05;0;0.0;0;0;0.0;0.0;0.0;569.4;161.6;;27.3;0.0;0.0;;
Воронеж;2016;1032382.0;3;28179;41.87;8824;12.3;17447;4109;12.8;306.3;50.0;454.9;180.4;7966.0;27.3;32766.8;267.6;;42687.84
Воскресенск;2016;0.0;1;0;40.15;0;0.0;0;0;0.0;0.0;0.0;513.2;169.2;;32.6;0.0;0.0;;73587.55
Выборг;2016;0.0;1;0;41.62;0;0.0;0;0;0.0;0.0;0.0;340.5;159.7;;24.0;0.0;0.0;;51280.33
Губаха;2016;22458.0;2;0;38.75;0;0.0;0;0;0.0;0.0;0.0;461.4;164.5;;23.5;0.0;0.0;;46256.81
Губкин;2016;0.0;1;0;41.01;0;0.0;0;0;0.0;0.0;0.0;460.1;178.5;;27.7;0.0;0.0;;45830.44
Гусиноозерск;2016;23234.0;2;0;35.39;0;0.0;0;0;0.0;0.0;0.0;310.6;171.7;;21.2;0.0;0.0;;
Дальнегорск;2016;35680.0;1;0;39.33;0;0.0;0;0;0.0;0.0;0.0;162.3;206.6;;22.5;0.0;0.0;;50946.93
Дзержинск;2016;0.0;2;25847;41.08;0;11.1;2801;1224;15.2;84.9;13.2;546.6;186.3;-479.0;24.7;30054.9;44.9;;59887.54
Дзержинск (Восточная Промзона);2016;0.0;2;25847;41.08;0;0.0;0;0;0.0;0.0;0.0;437.5;164.6;;24.7;0.0;0.0;;59887.54
Дзержинский;2016;0.0;1;0;40.15;0;0.0;0;0;0.0;0.0;0.0;315.6;208.9;;32.6;0.0;0.0;;73587.55
Досанг;2016;840.0;-9;0;38.4;0;0.0;0;0;0.0;0.0;0.0;254.7;178.9;;21.3;0.0;0.0;;36593.82
Екатеринбург;2016;1444439.0;3;37894;39.44;10309;15.2;0;0;11.2;390.0;79.8;478.5;217.9;4964.0;24.3;44063.0;441.2;;55977.76
Елизово;2016;38679.0;1;0;37.7;0;0.0;0;0;0.0;0.0;0.0;190.2;188.8;;26.2;0.0;0.0;;
Жигулевск;2016;53859.0;1;0;40.63;0;0.0;0;0;0.0;0.0;0.0;505.0;169.5;;25.1;0.0;0.0;;37902.35
Заполярный;2016;15289.0;1;0;38.36;0;0.0;0;0;0.0;0.0;0.0;363.3;202.9;;26.3;0.0;0.0;;
Заринск;2016;46805.0;1;0;39.94;0;0.0;0;0;0.0;0.0;0.0;530.3;213.2;;22.6;0.0;0.0;;37648.34
Зея;2016;24397.0;1;0;37.77;0;0.0;0;0;0.0;0.0;0.0;418.0;162.3;;25.6;0.0;0.0;;50231.38
Зима;2016;31829.0;4;0;37.32;0;0.0;0;0;0.0;0.0;0.0;203.5;175.2;;25.1;0.0;0.0;;45380.5
Златоуст;2016;0.0;2;22008;39.31;0;10.7;2865;1357;13.8;53.0;10.9;281.1;182.2;-580.0;25.0;25591.2;30.3;;37444.56
Иваново;2016;409635.0;2;23836;41.65;10227;11.2;6223;1946;14.3;123.0;22.2;527.4;202.6;167.0;25.6;27716.0;87.2;;
Ижевск;2016;643496.0;1;27996;38.57;9046;14.4;12920;5048;11.2;184.8;44.3;431.6;160.3;697.0;21.4;32553.6;187.5;;44202.87
Иркутск;2016;623424.0;3;37716;37.32;10673;16.0;13916;5509;11.2;170.5;40.7;517.0;198.8;-2685.0;25.1;43855.9;188.1;;45380.5
Искитим;2016;57858.0;2;0;39.3;0;0.0;0;0;0.0;0.0;0.0;593.5;181.8;;24.5;0.0;0.0;;47326.86
Казань;2016;1216965.0;1;32472;39.04;8532;17.4;20755;6601;10.7;339.5;69.6;504.0;185.1;6637.0;24.0;37757.6;347.5;;53931.54
Калининград;2016;459560.0;2;30974;39.68;10627;13.1;6707;2131;12.4;132.1;25.9;410.4;172.9;7391.0;28.1;36016.0;122.2;;49106.12
Калуга;2016;344650.0;1;32093;41.41;10121;13.3;5388;1904;14.2;113.6;19.3;447.1;162.4;214.0;24.7;37317.2;116.6;;
Каменск-Уральский;2016;0.0;3;28049;39.44;0;12.4;0;0;15.6;0.0;10.2;223.9;162.1;237.0;24.3;32614.8;52.6;;55977.76
Кандалакша;2016;33607.0;1;0;38.36;0;0.0;0;0;0.0;0.0;0.0;404.6;165.7;;26.3;0.0;0.0;;
Канск;2016;0.0;1;0;38.09;0;0.0;0;0;0.0;0.0;0.0;157.6;208.1;;23.9;0.0;0.0;;47446.81
Кемерово;2016;553076.0;3;31195;39.13;9419;12.4;13846;5387;12.1;154.3;29.9;418.3;201.1;3649.0;23.9;36272.7;144.6;;39323.38
Керчь;2016;147033.0;1;22802;40.84;0;8.6;1826;628;16.5;45.3;4.7;472.9;192.3;1812.0;15.4;26513.4;23.3;;46684.88
Кингисепп;2016;47046.0;1;0;41.62;0;0.0;0;0;0.0;0.0;0.0;497.7;168.5;;24.0;0.0;0.0;;51280.33
Кириши;2016;53479.0;1;0;41.62;0;0.0;0;0;0.0;0.0;0.0;436.7;206.9;;24.0;0.0;0.0;;51280.33
Киров;2016;496986.0;1;26535;41.26;9943;13.9;9694;3953;11.8;154.3;30.0;407.0;180.8;3439.0;25.1;30854.8;139.4;;34969.04
Кирово-Чепецк;2016;77021.0;1;0;41.26;0;0.0;0;0;0.0;0.0;0.0;267.2;189.2;;25.1;0.0;0.0;;34969.04
Кировск;2016;26439.0;-9;0;38.36;0;0.0;0;0;0.0;0.0;0.0;233.1;176.4;;26.3;0.0;0.0;;
Кисловодск;2016;0.0;1;23921;38.88;0;12.2;1169;588;9.8;33.1;3.9;298.6;179.0;-454.0;25.0;27815.0;17.1;;32318.33
Клин;2016;80500.0;1;0;40.15;0;0.0;0;0;0.0;0.0;0.0;315.8;206.1;;32.6;0.0;0.0;;73587.55
Кола;2016;9828.0;-9;0;38.36;0;0.0;0;0;0.0;0.0;0.0;342.5;207.6;;26.3;0.0;0.0;;
Коломна;2016;0.0;1;34953;40.15;0;12.7;0;0;15.8;59.8;7.3;471.2;163.9;999.0;32.6;0.0;0.0;;73587.55
Комсомольск-На-Амуре;2016;0.0;3;36178;38.19;0;0.0;0;0;0.0;0.0;0.0;545.9;206.7;-1059.0;23.4;42067.2;64.9;;53692.73
Комсомольский;2016;2540.0;-9;0;38.4;0;0.0;0;0;0.0;0.0;0.0;381.4;171.1;;21.3;0.0;0.0;;36593.82
Кондопога;2016;30754.0;-9;0;40.35;0;0.0;0;0;0.0;0.0;0.0;523.1;185.3;;27.7;0.0;0.0;;47575.47
Корсаков;2016;33203.0;2;0;38.53;0;0.0;0;0;0.0;0.0;0.0;452.6;204.7;;25.4;0.0;0.0;;65009.32
Коряжма;2016;37069.0;1;0;39.98;0;0.0;0;0;0.0;0.0;0.0;407.3;205.3;;25.2;0.0;0.0;;57905.72
Кострома;2016;0.0;1;24339;40.85;9862;13.7;4005;1605;13.8;81.3;17.3;597.3;183.0;1003.0;26.4;0.0;0.0;;
Краснодар;2016;853848.0;1;34598;39.92;10443;17.1;15685;5616;11.1;256.8;61.1;448.9;191.4;21961.0;25.5;40230.5;290.1;;41501.96
Краснокаменск;2016;52860.0;1;0;35.76;0;0.0;0;0;0.0;0.0;0.0;561.2;201.7;;21.8;0.0;0.0;;41583.83
Красноперекопск;2016;26268.0;2;0;40.84;0;0.0;0;0;0.0;0.0;0.0;185.0;177.8;;15.4;0.0;0.0;;46684.88
Краснотурьинск;2016;59369.0;2;0;39.44;0;0.0;0;0;0.0;0.0;0.0;174.8;179.1;;24.3;0.0;0.0;;55977.76
Красноярск;2016;1066934.0;4;35875;38.09;11577;15.1;24410;8336;10.2;270.1;52.0;475.2;261.6;10784.0;23.9;41715.3;284.9;;47446.81
Кстово;2016;0.0;1;0;;0;0.0;0;0;0.0;0.0;0.0;458.0;201.0;;;0.0;0.0;;59887.54
Кувандык;2016;24947.0;2;0;38.99;0;0.0;0;0;0.0;0.0;0.0;176.8;171.2;;26.1;0.0;0.0;;36703.27
Култук;2016;3850.0;-9;0;37.32;0;0.0;0;0;0.0;0.0;0.0;489.0;213.7;;20.5;0.0;0.0;;45380.5
Курган;2016;0.0;3;25092;40.78;9864;13.9;8796;3482;13.8;108.8;19.2;477.9;179.2;-3167.0;24.5;29176.7;93.8;;
Курск;2016;443212.0;1;24123;41.53;8980;12.1;4414;2193;12.6;155.8;20.8;351.3;154.7;6050.0;26.6;28049.6;116.3;;34547.36
Кызыл;2016;0.0;4;34724;29.4;10306;18.7;5631;1467;8.2;26.0;7.0;492.9;163.9;-1080.0;14.7;40377.0;32.9;;
Лесосибирск;2016;60308.0;4;0;38.09;0;0.0;0;0;0.0;0.0;0.0;557.3;203.2;;23.9;0.0;0.0;;47446.81
Липецк;2016;510020.0;1;28994;41.49;9018;12.4;5676;2605;12.7;166.0;28.3;487.4;160.8;584.0;27.2;33713.5;139.8;;
Листвянка;2016;2150.0;1;0;37.32;0;0.0;0;0;0.0;0.0;0.0;241.0;165.3;;25.1;0.0;0.0;;45380.5
Луга;2016;36295.0;1;0;41.62;0;0.0;0;0;0.0;0.0;0.0;572.6;179.7;;24.0;0.0;0.0;;51280.33
Магадан;2016;0.0;2;62162;38.06;18747;12.1;2161;1256;10.2;34.4;6.2;318.4;347.0;425.0;28.9;72281.9;32.9;;
Магнитогорск;2016;417425.0;4;32765;39.31;0;14.0;7213;3195;13.7;133.8;30.3;452.1;196.8;562.0;25.0;38098.3;120.2;;37444.56
Махачкала;2016;587876.0;3;24016;31.99;9264;12.5;4777;2642;3.5;116.4;19.4;408.7;198.3;-413.0;16.7;27925.1;103.8;;
Мегет;2016;8840.0;-9;0;37.32;0;0.0;0;0;0.0;0.0;0.0;150.8;204.2;;20.5;0.0;0.0;;45380.5
Медногорск;2016;25801.0;2;0;38.99;0;0.0;0;0;0.0;0.0;0.0;288.8;185.3;;26.1;0.0;0.0;;36703.27
Миллерово;2016;0.0;2;0;;0;0.0;0;0;0.0;0.0;0.0;231.2;208.4;;;0.0;0.0;;41951.41
Минеральные Воды;2016;75738.0;-9;0;38.88;0;0.0;0;0;0.0;0.0;0.0;255.7;173.1;;25.0;0.0;0.0;;32318.33
Минусинск;2016;71073.0;4;0;38.09;0;0.0;0;0;0.0;0.0;0.0;339.7;167.9;;23.9;0.0;0.0;;47446.81
